longitude,latitude,city,name,rating,reviews_count,price_turkey_shawarma_pita,price_cow_shawarma_pita,price_turkey_shawarma_laffa,price_cow_shawarma_laffa,price_falafel_pita,price_falafel_laffa,price_small_fries,price_big_fries,price_drink,car_park_nearby,price_source,price_notes,google_maps_url
35.0121775,32.788322,חיפה,"שווארמה ופאלפל גרנד קניון בע""מ",1.8,32,49,54,65,72,21,30,15,24,10,False,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%95%D7%A4%D7%90%D7%9C%D7%A4%D7%9C+%D7%92%D7%A8%D7%A0%D7%93+%D7%A7%D7%A0%D7%99%D7%95%D7%9F+%D7%91%D7%A2%22%D7%9E%E2%80%AD/data=!4m7!3m6!1s0x151dbaf6ca3bf1cd:0x35988ef31c94fe43!8m2!3d32.788322!4d35.0121775!16s%2Fg%2F1tdf3l8p!19sChIJzfE7yva6HRURQ_6UHPOOmDU?authuser=0&hl=iw&rclk=1
34.9970904,32.8147868,חיפה,שווארמה בכיכר,4.3,68,49,54,64,69,23,28,14,25,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%91%D7%9B%D7%99%D7%9B%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x151dba4b03ec4b97:0x6e7e14761e81b9e1!8m2!3d32.8147868!4d34.9970904!16s%2Fg%2F11cnbt0v73!19sChIJl0vsA0u6HRUR4bmBHnYUfm4?authuser=0&hl=iw&rclk=1
34.9928995,32.8187327,חיפה,שוארמה גנאם,4.5,286,49,55,60,71,22,29,15,22,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%92%D7%A0%D7%90%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151dbbb562d3561f:0xed7c62a383c23347!8m2!3d32.8187327!4d34.9928995!16s%2Fg%2F11hbqd3ygl!19sChIJH1bTYrW7HRURRzPCg6NifO0?authuser=0&hl=iw&rclk=1
34.9860992,32.7843424,חיפה,שווארמה קטנה וטעימה,4.1,818,46,57,58,69,21,31,14,22,10,False,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%A7%D7%98%D7%A0%D7%94+%D7%95%D7%98%D7%A2%D7%99%D7%9E%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151dbb19ac1b8197:0xab43676d06db7ba7!8m2!3d32.7843424!4d34.9860992!16s%2Fg%2F1td8g12d!19sChIJl4EbrBm7HRURp3vbBm1nQ6s?authuser=0&hl=iw&rclk=1
34.9996333,32.8171718,חיפה,שווארמה בילי בעיר,3.5,73,49,55,63,64,20,27,15,22,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%91%D7%99%D7%9C%D7%99+%D7%91%D7%A2%D7%99%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x151dbb4de30a176b:0xd9ee72f919cf6247!8m2!3d32.8171718!4d34.9996333!16s%2Fg%2F11q99jnmyn!19sChIJaxcK4027HRURR2LPGfly7tk?authuser=0&hl=iw&rclk=1
35.0014427,32.8166068,חיפה,שווארמה כבש בני דבאח,4.2,18,49,55,60,67,23,31,15,25,9,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%9B%D7%91%D7%A9+%D7%91%D7%A0%D7%99+%D7%93%D7%91%D7%90%D7%97%E2%80%AD/data=!4m7!3m6!1s0x151dbbded75a03b5:0xeb39e15a3d1aa6f3!8m2!3d32.8166068!4d35.0014427!16s%2Fg%2F11v4j4pmm0!19sChIJtQNa1967HRUR86YaPVrhOes?authuser=0&hl=iw&rclk=1
34.9968118,32.8201432,חיפה,שווארמה פייר,4.2,94,49,52,57,71,21,31,16,25,9,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%A4%D7%99%D7%99%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x151dbb0029875f85:0x8d42709d2f4bc972!8m2!3d32.8201432!4d34.9968118!16s%2Fg%2F11x7wt5rng!19sChIJhV-HKQC7HRURcslLL51wQo0?authuser=0&hl=iw&rclk=1
35.000065,32.817815,חיפה,פלאפל שווארמה אבו האני,4.3,55,46,56,63,64,23,27,16,24,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A4%D7%9C%D7%90%D7%A4%D7%9C+%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%90%D7%91%D7%95+%D7%94%D7%90%D7%A0%D7%99%E2%80%AD/data=!4m7!3m6!1s0x151dbbff045247bb:0x40667f27b1767ad8!8m2!3d32.817815!4d35.000065!16s%2Fg%2F11gv1b_bls!19sChIJu0dSBP-7HRUR2Hp2sSd_ZkA?authuser=0&hl=iw&rclk=1
34.9581656,32.803403,חיפה,שווארמה פלפלת,4.1,131,44,56,60,67,20,30,16,23,9,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%A4%D7%9C%D7%A4%D7%9C%D7%AA%E2%80%AD/data=!4m7!3m6!1s0x151dbb47526dd0ef:0xfb15305ae45d9fcb!8m2!3d32.803403!4d34.9581656!16s%2Fg%2F11ss6srjqd!19sChIJ79BtUke7HRURy59d5FowFfs?authuser=0&hl=iw&rclk=1
34.9877778,32.8266667,חיפה,שווארמה ג'יבלי,4.0,1651,45,53,64,67,22,31,14,24,9,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%92%27%D7%99%D7%91%D7%9C%D7%99%E2%80%AD/data=!4m7!3m6!1s0x151dbbcec0441485:0x9807e48c586b9c0!8m2!3d32.8266667!4d34.9877778!16s%2Fg%2F1vmvy_lx!19sChIJhRREwM67HRURwLmGxUh-gAk?authuser=0&hl=iw&rclk=1
34.987896,32.8262859,חיפה,שווארמיה,4.0,1,46,57,64,66,20,30,14,23,9,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%99%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151dbbceb8a57f7d:0x612c10d8be86635f!8m2!3d32.8262859!4d34.987896!16s%2Fg%2F11j00smtky!19sChIJfX-luM67HRURX2OGvtgQLGE?authuser=0&hl=iw&rclk=1
34.9962436,32.8138589,חיפה,"שווארמה גיימלשטיין ובנותיו בע""מ",5.0,6,46,56,59,65,21,28,15,25,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%92%D7%99%D7%99%D7%9E%D7%9C%D7%A9%D7%98%D7%99%D7%99%D7%9F+%D7%95%D7%91%D7%A0%D7%95%D7%AA%D7%99%D7%95+%D7%91%D7%A2%22%D7%9E%E2%80%AD/data=!4m7!3m6!1s0x151dbb48e5e7636b:0xba61f49a9b334a47!8m2!3d32.8138589!4d34.9962436!16s%2Fg%2F11q277d99v!19sChIJa2Pn5Ui7HRURR0ozm5r0Ybo?authuser=0&hl=iw&rclk=1
34.9968483,32.8199837,חיפה,Shawarma Pierre,4.4,94,51,57,62,70,22,31,15,22,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/Shawarma+Pierre/data=!4m7!3m6!1s0x151dbb0029c15359:0x2cb7f53ee744365c!8m2!3d32.8199837!4d34.9968483!16s%2Fg%2F11m6m1w84b!19sChIJWVPBKQC7HRURXDZE5z71tyw?authuser=0&hl=iw&rclk=1
35.0364807,32.7932118,חיפה,שווארמה הכוכבים - קניון לב המפרץ,1.8,96,50,53,56,71,22,30,14,23,10,,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%94%D7%9B%D7%95%D7%9B%D7%91%D7%99%D7%9D+-+%D7%A7%D7%A0%D7%99%D7%95%D7%9F+%D7%9C%D7%91+%D7%94%D7%9E%D7%A4%D7%A8%D7%A5%E2%80%AD/data=!4m7!3m6!1s0x151dbbd1bafb2ea3:0xbc4273f11be2415e!8m2!3d32.7932118!4d35.0364807!16s%2Fg%2F11hz19vn1b!19sChIJoy77utG7HRURXkHiG_FzQrw?authuser=0&hl=iw&rclk=1
35.0407833,32.7764975,נשר,לשובע שווארמה פלאפל וגריל,4.4,28,50,50,64,66,21,27,14,23,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%9C%D7%A9%D7%95%D7%91%D7%A2+%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%A4%D7%9C%D7%90%D7%A4%D7%9C+%D7%95%D7%92%D7%A8%D7%99%D7%9C%E2%80%AD/data=!4m7!3m6!1s0x151db102406dbfdd:0x305712de0aa85449!8m2!3d32.7764975!4d35.0407833!16s%2Fg%2F11trxh5h1x!19sChIJ3b9tQAKxHRURSVSoCt4SVzA?authuser=0&hl=iw&rclk=1
34.9638183,32.789528,חיפה,שווארמה חזן פורד,3.3,43,49,56,66,64,23,30,14,25,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%97%D7%96%D7%9F+%D7%A4%D7%95%D7%A8%D7%93%E2%80%AD/data=!4m7!3m6!1s0x151dbb6837415603:0x8bb26f9fa6bc44a8!8m2!3d32.789528!4d34.9638183!16s%2Fg%2F11ggnc86hh!19sChIJA1ZBN2i7HRURqES8pp9vsos?authuser=0&hl=iw&rclk=1
35.0020359,32.8085428,חיפה,Shawarma Talpiot,1.0,3,47,54,57,72,20,27,14,23,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/Shawarma+Talpiot/data=!4m7!3m6!1s0x151dbb000a4f8eef:0xd5051d5f3692b505!8m2!3d32.8085428!4d35.0020359!16s%2Fg%2F11ydgkdfx_!19sChIJ745PCgC7HRURBbWSNl8dBdU?authuser=0&hl=iw&rclk=1
35.0012047,32.8168585,חיפה,פלאפל ושווארמה סאלח,4.4,22,44,51,65,64,22,30,14,23,11,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A4%D7%9C%D7%90%D7%A4%D7%9C+%D7%95%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%A1%D7%90%D7%9C%D7%97%E2%80%AD/data=!4m7!3m6!1s0x151dba3610b8a40b:0xb36727c5833821dd!8m2!3d32.8168585!4d35.0012047!16s%2Fg%2F11f159pkdp!19sChIJC6S4EDa6HRUR3SE4g8UnZ7M?authuser=0&hl=iw&rclk=1
35.0372805,32.7918954,חיפה,שווארמה ותבשילי סלאם,2.2,5,50,53,57,70,21,28,15,25,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%95%D7%AA%D7%91%D7%A9%D7%99%D7%9C%D7%99+%D7%A1%D7%9C%D7%90%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151dbb2d8b0942e7:0x7b0640297ceec62f!8m2!3d32.7918954!4d35.0372805!16s%2Fg%2F11hlt9vcr5!19sChIJ50IJiy27HRURL8bufClABns?authuser=0&hl=iw&rclk=1
34.973096,32.7632956,טירת כרמל,שווארמה העגל - חלק מחפוד טירת כרמל,4.7,204,46,54,59,68,20,28,14,23,9,False,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%94%D7%A2%D7%92%D7%9C+-+%D7%97%D7%9C%D7%A7+%D7%9E%D7%97%D7%A4%D7%95%D7%93+%D7%98%D7%99%D7%A8%D7%AA+%D7%9B%D7%A8%D7%9E%D7%9C%E2%80%AD/data=!4m7!3m6!1s0x151da5779fd86ecf:0xbe9083a085be8cd6!8m2!3d32.7632956!4d34.973096!16s%2Fg%2F11wx4bkpnh!19sChIJz27Yn3elHRUR1oy-haCDkL4?authuser=0&hl=iw&rclk=1
35.0687014,32.8112276,חיפה,שווארמה מיכל,4.0,1624,50,56,61,69,22,29,16,23,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%9E%D7%99%D7%9B%D7%9C%E2%80%AD/data=!4m7!3m6!1s0x151db0cc4e657e89:0xd4d9be43dbeec2d1!8m2!3d32.8112276!4d35.0687014!16s%2Fg%2F11c7w02gd3!19sChIJiX5lTsywHRUR0cLu20O-2dQ?authuser=0&hl=iw&rclk=1
35.0683719,32.8110949,חיפה,שווארמה הצומת 2005 בעם,5.0,6,48,54,56,70,22,30,15,23,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%94%D7%A6%D7%95%D7%9E%D7%AA+2005+%D7%91%D7%A2%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151db0cc47cb74ad:0x275d168cd373f2e2!8m2!3d32.8110949!4d35.0683719!16s%2Fg%2F1tdhx2h6!19sChIJrXTLR8ywHRUR4vJz04wWXSc?authuser=0&hl=iw&rclk=1
34.997024,32.8199763,חיפה,שווארמה הבנקים,,1,50,55,56,70,22,28,16,23,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%94%D7%91%D7%A0%D7%A7%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151dba35027ad265:0xb933840bed14816a!8m2!3d32.8199763!4d34.997024!16s%2Fg%2F11b6vgyysq!19sChIJZdJ6AjW6HRURaoEU7QuEM7k?authuser=0&hl=iw&rclk=1
35.0001995,32.8169872,חיפה,פלאפל שווארמה מוריס,,1,44,50,60,71,20,30,16,25,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A4%D7%9C%D7%90%D7%A4%D7%9C+%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%9E%D7%95%D7%A8%D7%99%D7%A1%E2%80%AD/data=!4m7!3m6!1s0x151dbb03f49c3941:0xd9a1cbac7e5124a2!8m2!3d32.8169872!4d35.0001995!16s%2Fg%2F11b6v7080g!19sChIJQTmc9AO7HRURoiRRfqzLodk?authuser=0&hl=iw&rclk=1
35.068417,32.811151,חיפה,שווארמה חאזן צומת קרית אתא,4.2,880,45,57,56,66,21,31,16,23,9,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%97%D7%90%D7%96%D7%9F+%D7%A6%D7%95%D7%9E%D7%AA+%D7%A7%D7%A8%D7%99%D7%AA+%D7%90%D7%AA%D7%90%E2%80%AD/data=!4m7!3m6!1s0x151db0cdac5ac545:0xe8e3d213b97dd0a4!8m2!3d32.811151!4d35.068417!16s%2Fg%2F11c2qm71w5!19sChIJRcVarM2wHRURpNB9uRPS4-g?authuser=0&hl=iw&rclk=1
35.0474634,32.7694898,נשר,שווארמה בכיכר נשר,4.6,555,47,51,66,71,23,31,15,25,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%91%D7%9B%D7%99%D7%9B%D7%A8+%D7%A0%D7%A9%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x151db070523d7599:0x96c0fc3b43e96565!8m2!3d32.7694898!4d35.0474634!16s%2Fg%2F11ggj1_zx6!19sChIJmXU9UnCwHRURZWXpQzv8wJY?authuser=0&hl=iw&rclk=1
34.9710356,32.7644683,טירת כרמל,סבח שווארמה פלאפל,4.5,268,44,56,58,65,23,29,14,23,10,False,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A1%D7%91%D7%97+%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%A4%D7%9C%D7%90%D7%A4%D7%9C%E2%80%AD/data=!4m7!3m6!1s0x151da4b50e501891:0x424b2a756e8e866e!8m2!3d32.7644683!4d34.9710356!16s%2Fg%2F11j00s3xnj!19sChIJkRhQDrWkHRURboaObnUqS0I?authuser=0&hl=iw&rclk=1
34.9940615,32.8193979,חיפה,Shawarma,5.0,3,45,51,64,67,23,28,15,24,9,False,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/Shawarma/data=!4m7!3m6!1s0x151dbbd73da8c575:0x88686dfaaf5b923d!8m2!3d32.8193979!4d34.9940615!16s%2Fg%2F11j0tsgzj3!19sChIJdcWoPde7HRURPZJbr_ptaIg?authuser=0&hl=iw&rclk=1
34.9971918,32.8202064,חיפה,במבינו שווארמה חיפה,3.9,1365,50,54,56,71,20,31,14,22,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%91%D7%9E%D7%91%D7%99%D7%A0%D7%95+%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%97%D7%99%D7%A4%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151dbbcebf7b7409:0xd23480597c21bb9e!8m2!3d32.8202064!4d34.9971918!16s%2Fg%2F11cn934y0g!19sChIJCXR7v867HRURnrshfFmANNI?authuser=0&hl=iw&rclk=1
34.9566289,32.8054121,חיפה,שווארמה האחים חוף כרמל,3.6,43,46,53,58,64,21,30,15,22,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%94%D7%90%D7%97%D7%99%D7%9D+%D7%97%D7%95%D7%A3+%D7%9B%D7%A8%D7%9E%D7%9C%E2%80%AD/data=!4m7!3m6!1s0x151dbbd0eb33639d:0xad2e8b88047776fc!8m2!3d32.8054121!4d34.9566289!16s%2Fg%2F11s3cprbrq!19sChIJnWMz69C7HRUR_HZ3BIiLLq0?authuser=0&hl=iw&rclk=1
35.037792,32.792099,חיפה,שווארמה אסף,3.9,15,47,50,65,64,23,29,14,22,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%90%D7%A1%D7%A3%E2%80%AD/data=!4m7!3m6!1s0x151dbbf8bdfba22f:0xc5d236f321de5616!8m2!3d32.792099!4d35.037792!16s%2Fg%2F11kb4cn748!19sChIJL6L7vfi7HRURFlbeIfM20sU?authuser=0&hl=iw&rclk=1
35.019232,32.7863447,חיפה,יוסף שווארמה שניצל,3.3,16,46,55,63,66,21,30,15,23,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%99%D7%95%D7%A1%D7%A3+%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%A9%D7%A0%D7%99%D7%A6%D7%9C%E2%80%AD/data=!4m7!3m6!1s0x151dbb0021f7292b:0x75c568b5662bb0e4!8m2!3d32.7863447!4d35.019232!16s%2Fg%2F11zj7x1py4!19sChIJKyn3IQC7HRUR5LArZrVoxXU?authuser=0&hl=iw&rclk=1
35.0385815,32.7793867,נשר,שווארמה אוריה,4.0,42,47,58,58,69,20,28,14,22,9,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%90%D7%95%D7%A8%D7%99%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151dbb28fac6e3f7:0x774f5edc6633c27c!8m2!3d32.7793867!4d35.0385815!16s%2Fg%2F11h48w53nk!19sChIJ9-PG-ii7HRURfMIzZtxeT3c?authuser=0&hl=iw&rclk=1
35.0398566,32.7933557,חיפה,"עומר'ס - שווארמה ,גריל וחברים.",1.0,1,48,58,61,69,23,30,14,22,10,True,estimated,"Estimated prices, not verified from menu.","https://www.google.com/maps/place/%D7%A2%D7%95%D7%9E%D7%A8%27%D7%A1+-+%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+,%D7%92%D7%A8%D7%99%D7%9C+%D7%95%D7%97%D7%91%D7%A8%D7%99%D7%9D.%E2%80%AD/data=!4m7!3m6!1s0x151db11e6cc9841b:0x1616ec7056c18446!8m2!3d32.7933557!4d35.0398566!16s%2Fg%2F11vby7pp48!19sChIJG4TJbB6xHRURRoTBVnDsFhY?authuser=0&hl=iw&rclk=1"
34.9581665,32.7936069,חיפה,שווארמה ופלאפל,2.4,6,50,52,56,63,20,30,16,22,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%95%D7%A4%D7%9C%D7%90%D7%A4%D7%9C%E2%80%AD/data=!4m7!3m6!1s0x151dbb97740e00a1:0x2fc2b6a3adeaa4ad!8m2!3d32.7936069!4d34.9581665!16s%2Fg%2F11v3mhjf1z!19sChIJoQAOdJe7HRURraTqraO2wi8?authuser=0&hl=iw&rclk=1
35.0295686,32.7889037,חיפה,שווארמה פלאפל המרכז,5.0,3,50,52,60,67,23,29,14,24,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%A4%D7%9C%D7%90%D7%A4%D7%9C+%D7%94%D7%9E%D7%A8%D7%9B%D7%96%E2%80%AD/data=!4m7!3m6!1s0x151dbbaac9beab31:0xd6fe9a54a5ae6a66!8m2!3d32.7889037!4d35.0295686!16s%2Fg%2F11xw4csbmz!19sChIJMau-yaq7HRURZmqupVSa_tY?authuser=0&hl=iw&rclk=1
35.0678303,32.8441221,חיפה,שווארמה פלאפל הנשיא,4.5,15,50,55,61,73,20,31,14,22,9,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%A4%D7%9C%D7%90%D7%A4%D7%9C+%D7%94%D7%A0%D7%A9%D7%99%D7%90%E2%80%AD/data=!4m7!3m6!1s0x151db711de695913:0x4609e0e9f642fb4e!8m2!3d32.8441221!4d35.0678303!16s%2Fg%2F11fmvkw357!19sChIJE1lp3hG3HRURTvtC9ungCUY?authuser=0&hl=iw&rclk=1
35.0848503,32.8295898,קרית מוצקין,פלאפל ושווארמה הקריה,4.1,16,47,57,59,68,21,30,16,23,10,False,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A4%D7%9C%D7%90%D7%A4%D7%9C+%D7%95%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%94%D7%A7%D7%A8%D7%99%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151db6e071d28bf3:0x38b1a0e57475040!8m2!3d32.8295898!4d35.0848503!16s%2Fg%2F1td0k1dq!19sChIJ84vSceC2HRURQFBHVw4aiwM?authuser=0&hl=iw&rclk=1
34.9960389,32.816074,חיפה,שוארמה אבו בילאל,5.0,1,47,54,57,66,22,29,15,24,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%90%D7%91%D7%95+%D7%91%D7%99%D7%9C%D7%90%D7%9C%E2%80%AD/data=!4m7!3m6!1s0x151dbb285d42b28b:0x519daee722d35770!8m2!3d32.816074!4d34.9960389!16s%2Fg%2F11g3xg3h7g!19sChIJi7JCXSi7HRURcFfTIueunVE?authuser=0&hl=iw&rclk=1
35.0440212,32.7708741,נשר,שווארמה סבא,4.0,1,50,57,64,71,21,31,16,22,10,False,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%A1%D7%91%D7%90%E2%80%AD/data=!4m7!3m6!1s0x151db0772dd20ae1:0x5f7f4f2d0a0a2b08!8m2!3d32.7708741!4d35.0440212!16s%2Fg%2F11b6vjvzhx!19sChIJ4QrSLXewHRURCCsKCi1Pf18?authuser=0&hl=iw&rclk=1
34.9964513,32.8124523,חיפה,שווארמה אל שיח,,1,50,54,61,64,20,30,15,24,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%90%D7%9C+%D7%A9%D7%99%D7%97%E2%80%AD/data=!4m7!3m6!1s0x151dbbeffee3b5e5:0x42225a60de3780ff!8m2!3d32.8124523!4d34.9964513!16s%2Fg%2F11q8818j1n!19sChIJ5bXj_u-7HRUR_4A33mBaIkI?authuser=0&hl=iw&rclk=1
35.0398566,32.7933557,חיפה,גסנוב - שיפודים ושווארמה על גחלים,4.3,570,43,50,59,72,21,29,15,22,9,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%92%D7%A1%D7%A0%D7%95%D7%91+-+%D7%A9%D7%99%D7%A4%D7%95%D7%93%D7%99%D7%9D+%D7%95%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%A2%D7%9C+%D7%92%D7%97%D7%9C%D7%99%D7%9D%E2%80%AD/data=!4m7!3m6!1s0x151db1c71fa1dc59:0x3a0fedd2ab3735f!8m2!3d32.7933557!4d35.0398566!16s%2Fg%2F11hf9dsb7p!19sChIJWdyhH8exHRURX3OzKt3-oAM?authuser=0&hl=iw&rclk=1
34.7898203,31.2404445,באר שבע,שווארמה אסולין עיר עתיקה באר שבע,5.0,126,43,52,62,66,21,28,14,22,9,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%90%D7%A1%D7%95%D7%9C%D7%99%D7%9F+%D7%A2%D7%99%D7%A8+%D7%A2%D7%AA%D7%99%D7%A7%D7%94+%D7%91%D7%90%D7%A8+%D7%A9%D7%91%D7%A2%E2%80%AD/data=!4m7!3m6!1s0x1502675117115d55:0xd5b96fe644600b3c!8m2!3d31.2404445!4d34.7898203!16s%2Fg%2F11y_9mdvk0!19sChIJVV0RF1FnAhURPAtgROZvudU?authuser=0&hl=iw&rclk=1
34.7708287,31.2465375,באר שבע,שווארמה לב העיר סניף באר שבע,4.4,213,42,52,55,70,21,29,15,23,9,False,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%9C%D7%91+%D7%94%D7%A2%D7%99%D7%A8+%D7%A1%D7%A0%D7%99%D7%A3+%D7%91%D7%90%D7%A8+%D7%A9%D7%91%D7%A2%E2%80%AD/data=!4m7!3m6!1s0x150265ec2ae6a20b:0x6333306de9ab4d95!8m2!3d31.2465375!4d34.7708287!16s%2Fg%2F11s4tnz5dt!19sChIJC6LmKuxlAhURlU2r6W0wM2M?authuser=0&hl=iw&rclk=1
